input_id,robot,method,accepted_fraction,source_uids,source_methods,latency_mean_ms,continued_dual_calls,continued_dual_accepted_calls
4a572d8f78d78baeb87b2b0623b7c585bda754c65c59e35bfb451b8b93f4e402,panda,task_balance_k1,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_osqp""]",18.24567833333333,3,0
4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6,ur5e,single_gn_k0,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_osqp""]",3.804591,0,0
4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6,ur5e,single_gn_k1,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_osqp""]",3.2015896666666666,0,0
4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6,ur5e,task_excess_gn,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_osqp""]",2.8696333333333337,0,0
4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6,ur5e,task_balance_k0,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_osqp""]",20.21712433333333,3,0
4d824fcbe98ef5c10812f59139ebd51a12365b7e6d7efadfc76ffdcdccd427c6,ur5e,task_balance_k1,0.0,"[""e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460""]","[""single_gn_osqp""]",20.20525633333333,3,0
5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2,panda,single_gn_k0,0.0,"[""c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48""]","[""single_gn_k0""]",3.5460576666666666,0,0
5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2,panda,single_gn_k1,0.0,"[""c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48""]","[""single_gn_k0""]",3.9393163333333336,0,0
5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2,panda,task_excess_gn,0.0,"[""c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48""]","[""single_gn_k0""]",17.606756333333333,0,0
5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2,panda,task_balance_k0,0.0,"[""c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48""]","[""single_gn_k0""]",20.199967,3,0
5920dd051364a2dc65b383b67ee2307d07472209a36afe30ad84d89588e685f2,panda,task_balance_k1,0.0,"[""c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48""]","[""single_gn_k0""]",20.26834033333333,3,0
5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a,panda,single_gn_k0,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_k0""]",3.8293743333333334,0,0
5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a,panda,single_gn_k1,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_k0""]",5.027132,0,0
5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a,panda,task_excess_gn,1.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_k0""]",2.526517,0,0
5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a,panda,task_balance_k0,1.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_k0""]",0.7295253333333334,3,3
5be03d09d1d94309b2e2bcdbd947cd30c346ebece6c2b58ab606780cb72ba53a,panda,task_balance_k1,1.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_k0""]",0.7473613333333333,3,3
5c20cedcb0e226c817c20c7973b792c6237dae669f8f72560feb8931f1a58fdd,panda,single_gn_k0,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_osqp""]",3.8261356666666666,0,0
