robot,scale,method,witness_feasible,uid,family,success,time
panda,0.5,trac_strict_5ms,True,0b9a8831cb05f23900b8dc2f87576d6d56698ceaf0746ba2c1b808d92c8874e4,local,1.0,194582.0
panda,0.5,trac_strict_5ms,True,09dbdb32eedcfeb4554561d1b9fe6026aeed3015b436129e653ddc2525dfde9e,near_limit,1.0,198088.33333333334
panda,0.5,trac_strict_5ms,True,0b6dacc398e28e0d450eedc01b8592124225d8c999aec16e7fed30894064d63b,near_limit,1.0,199090.66666666666
panda,0.5,trac_strict_5ms,True,3049429b4cf9269a5db7eed13aa0f9e9e0db52c123041b871e7501694404faed,near_singular,1.0,195328.33333333334
panda,0.5,trac_strict_5ms,True,11e8245d3ad69c0208c1f0c6fda0b7fee388d7013772e67c0f433decf6412589,near_limit,1.0,211093.33333333334
panda,0.5,trac_strict_5ms,True,1da7e0d33da0288ad7bcd2bc41d6f3ea81c249165e5633650a96874ce14f1f1c,near_limit,1.0,208478.66666666666
panda,0.5,trac_strict_5ms,True,05239e2ee538e05c0ebfdd90982f78d686ca7a942c5357c98536a0e9bb24811f,local,1.0,221175.33333333334
panda,0.5,trac_strict_5ms,True,098840a0f1c8703866c6e665b814187bd0fa11c59f8eb2460abe3c6482bf1e08,near_singular,1.0,214978.33333333334
panda,0.5,trac_strict_5ms,True,164d7bd5231898697b7fa729f16ed4888fcfdaf1bb90158a4ddc0373acbba577,hard_feasible,1.0,404381.0
panda,0.5,trac_strict_5ms,True,0828afe3bda52458af427ae7a80e58edb3b85c0cde9bfbf56e5ebbd7936a7429,near_singular,1.0,212967.66666666666
panda,0.5,trac_strict_5ms,True,341d2302d2287f290b49f27bd5cf3481c9108ae91dc23939ef60f59287cfd340,local,1.0,233317.33333333334
panda,0.5,trac_strict_5ms,True,16e60f2fed26abe128da76320916dd540a1e12e8c62085cf19b1eae0c8cdb3df,local,1.0,220770.0
panda,0.5,trac_strict_5ms,True,1d75c6ae5e98e0784ba1b1746fd8c1329e8f27fe0b3fed1d91fda903dcae958d,near_limit,1.0,311523.6666666667
panda,0.5,trac_strict_5ms,True,0d7e89869ba12701add840350143b8208ef4d1ce0f8071791b20a38f8e89a070,local,1.0,220011.66666666666
panda,0.5,trac_strict_5ms,True,081e532687d9626df4e9711f1e2917dc4066c133be5fef139e830cb3cab4022f,near_limit,1.0,201419.33333333334
panda,0.5,trac_strict_5ms,True,0643c131dbb2d5f6b936a705b858f4bde520e268e8a5fcefd6f80e0470b6a1ec,near_limit,1.0,201622.33333333334
panda,0.5,trac_strict_5ms,True,04ab6d5ab17b0c4e84edc4b51220dccf9203695c60b4afdb2f11c05728312779,local,1.0,212743.0
panda,0.5,trac_strict_5ms,True,02372deca017a1d57f8b6ae4bf1186ff9ae517587eebd327f175c71b0fb8921c,local,1.0,214251.33333333334
panda,0.5,trac_strict_5ms,True,1b522837f05b1606c9cc31851eb50abfdcc4e32a9a701e26e3dc9858508662d1,near_singular,1.0,307504.0
panda,0.5,trac_strict_5ms,True,0c428d9e6f5e72bc39f348a1675fd06f5a1d83f880626b5acb25d8bf92714b5d,near_singular,1.0,193443.66666666666
panda,0.5,trac_strict_5ms,True,2a62cf7ec9f7ec2cef4e3e104bd35d00136a89f37f62348ddd8c382178805761,near_limit,1.0,239128.66666666666
panda,0.5,trac_strict_5ms,True,1275683e7c0b3268c31475181d0389118b58d7ecb8a0a9a8d1a8417ed3605691,near_limit,1.0,207237.33333333334
panda,0.5,trac_strict_5ms,True,04a3c78211d8e1961ffd9ef1635eeea0bf16a4095e4bdb18a0221845220ee01c,hard_feasible,1.0,358219.0
panda,0.5,trac_strict_5ms,True,12f33c02b66cd4eeab54c64eac7aea1fc672fe4254399698e210e04b587bb206,near_singular,1.0,244314.66666666666
panda,0.5,trac_strict_5ms,True,28dc6e20858f68ce101724c1bfcc5bb85d34bc0407d1164a508b6454ab94937a,near_singular,1.0,189737.33333333334
panda,0.5,trac_strict_5ms,True,05b2bca648da2f59681bcec377a943de0bea8e8b6df75c132d83e8b4da7b75bc,near_singular,1.0,206086.66666666666
panda,0.5,trac_strict_5ms,True,17ed38d011c6642d84b19ce82347c260b9780e038cfb6dd6008f4d8ceab8b2be,hard_feasible,1.0,256283.66666666666
