robot,group,method,baseline,queries,anchors,success_difference,success_difference_ci,timely_difference,timely_difference_ci,latency_ratio,latency_ratio_ci,gained_query_units,lost_query_units,net_mean_success_count,stable_gains,stable_losses,interval,condition
panda,ordinary/multijoint_boundary/alpha=0.95,relative,direct_sqp,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.21200925923368844,"[0.18350851396165968,0.24623882996470794]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.0,relative,eta010,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9829405483556276,"[0.9517391376514909,1.0121080432212293]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.0,relative,eta050,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.018900262692609,"[0.9922775865019453,1.0457086630059358]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.0,relative,gn,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9279682054872969,"[0.9093949893736969,0.9502415168925434]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.0,relative,direct_sqp,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.22670267871242597,"[0.20299921878410526,0.25195574366563633]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.5,relative,eta010,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9971533133449335,"[0.9801388458180329,1.0150644153820612]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.5,relative,eta050,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9943473134336931,"[0.975661010587201,1.0140006650395679]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.5,relative,gn,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9160586827204725,"[0.9053349636576651,0.9269827867633827]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.5,relative,direct_sqp,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.21882492628791234,"[0.19778751069926812,0.24181187225060288]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.95,relative,eta010,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.0080394851346262,"[0.9856704267517836,1.0328329211203748]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.95,relative,eta050,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.0093118386540298,"[0.9886122691896856,1.0315313424281916]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,near_singular/regular/alpha=0.95,relative,gn,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9516682318126942,"[0.9299158245710535,0.9711574331239907]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
