group,method,queries,repeats,success_by_repeat,within20_by_repeat,verified_success,within20_success,mean_ms,p50_ms,p95_ms,p99_ms,total_ms_per_repeat,late_calls,witness_queries,witness_success_by_repeat,witness_confirmed_missed_uids,accepted_position_p50_p95_max_m,accepted_orientation_p50_p95_max_rad,edge_fraction,command_step_utilization_p50_p95_max,mean_local_qps,first_half_accepted_fraction,no_qp_fraction,continued_after_first_fraction,extra_weighted_qp_fraction,relative_stop_fraction,mean_iterations,failure_counts,native_status_counts,robot,condition
high_utilization/alpha=0.5,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3917657666666666,0.36447799999999997,0.5274187,0.5483123,11.752972999999999,0,30,"[30,30,30]",[],"[0.00042276482494716977,0.0009654884107437784,0.0009948825479941699]","[0.0011694642808231846,0.005597333441021532,0.005607761817163744]",0.13333333333333333,"[0.9999999999989984,0.9999999999990026,0.9999999999990037]",1.4666666666666666,0.5333333333333333,0.0,0.4666666666666667,0.0,0.4666666666666667,1.4666666666666666,{},"{""native_task_candidate"":90}",panda,nominal
high_utilization/alpha=0.5,eta010,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3895365333333334,0.3534795,0.5390391499999999,0.5632577599999999,11.686096000000001,0,30,"[30,30,30]",[],"[0.00042276482494716977,0.0009654884107437784,0.0009948825479941699]","[0.0011694642808231846,0.005597333441021532,0.005607761817163744]",0.13333333333333333,"[0.9999999999989984,0.9999999999990026,0.9999999999990037]",1.4666666666666666,0.5333333333333333,,0.4666666666666667,0.0,0.4666666666666667,1.4666666666666666,{},"{""native_task_candidate"":90}",panda,nominal
high_utilization/alpha=0.5,eta050,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3906860333333334,0.35047649999999997,0.5489509,0.56552841,11.720581000000003,0,30,"[30,30,30]",[],"[0.00042276482494716977,0.0009654884107437784,0.0009948825479941699]","[0.0011694642808231846,0.005597333441021532,0.005607761817163744]",0.13333333333333333,"[0.9999999999989984,0.9999999999990026,0.9999999999990037]",1.4666666666666666,0.5333333333333333,,0.4666666666666667,0.0,0.4666666666666667,1.4666666666666666,{},"{""native_task_candidate"":90}",panda,nominal
high_utilization/alpha=0.5,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4028226,0.378926,0.5335266,0.55975354,12.084677999999998,0,30,"[30,30,30]",[],"[0.00042276482494716977,0.0009654884107437784,0.0009948825479941699]","[0.0011694642808231846,0.005597333441021532,0.005607761817163744]",0.13333333333333333,"[0.9999999999989984,0.9999999999990026,0.9999999999990037]",,,,,,,2.466666666666667,{},"{""task_candidate"":90}",panda,nominal
high_utilization/alpha=0.5,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.2841005333333335,2.2733565000000002,2.69544935,2.73787434,68.523016,0,30,"[30,30,30]",[],"[0.0009999999631808507,0.00099999999379368,0.0009999999972238466]","[0.008726645852784383,0.008726646094299325,0.008726646097943568]",1.0,"[0.908723761730625,0.9999999999990005,0.9999999999990037]",,,,,,,16.866666666666667,{},"{""task_accepted_early"":90}",panda,nominal
high_utilization/alpha=0.95,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3942496555555556,0.4142245,0.51905215,0.52865372,11.827489666666667,0,30,"[30,30,30]",[],"[0.0005509209465098131,0.0009558921546177247,0.0009842536132485258]","[0.0017350166852713187,0.0063172691340957635,0.006845766920277396]",0.1,"[0.9999999999989999,0.9999999999990037,0.9999999999990037]",1.5,0.5,0.0,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":90}",panda,nominal
high_utilization/alpha=0.95,eta010,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3968533999999999,0.407084,0.5144696,0.54655228,11.905601999999996,0,30,"[30,30,30]",[],"[0.0005509209465098131,0.0009558921546177247,0.0009842536132485258]","[0.0017350166852713187,0.0063172691340957635,0.006845766920277396]",0.1,"[0.9999999999989999,0.9999999999990037,0.9999999999990037]",1.5,0.5,,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":90}",panda,nominal
high_utilization/alpha=0.95,eta050,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.39682226666666665,0.3976585,0.53227275,0.55382383,11.904668,0,30,"[30,30,30]",[],"[0.0005509209465098131,0.0009558921546177247,0.0009842536132485258]","[0.0017350166852713187,0.0063172691340957635,0.006845766920277396]",0.1,"[0.9999999999989999,0.9999999999990037,0.9999999999990037]",1.5,0.5,,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":90}",panda,nominal
high_utilization/alpha=0.95,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.40454633333333334,0.40360399999999996,0.5224743000000001,0.52656754,12.13639,0,30,"[30,30,30]",[],"[0.0005509209465098131,0.0009558921546177247,0.0009842536132485258]","[0.0017350166852713187,0.0063172691340957635,0.006845766920277396]",0.1,"[0.9999999999989999,0.9999999999990037,0.9999999999990037]",,,,,,,2.5,{},"{""task_candidate"":90}",panda,nominal
high_utilization/alpha=0.95,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.317724311111111,2.30966,2.61841135,2.72099084,69.53172933333333,0,30,"[30,30,30]",[],"[0.0009999999622192402,0.0009999999977589613,0.0009999999985076434]","[0.00872664586221172,0.008726646032962606,0.008726646099907094]",1.0,"[0.9175418785183693,0.9999999999989999,0.9999999999990037]",,,,,,,16.966666666666665,{},"{""task_accepted_early"":90}",panda,nominal
multijoint_boundary/alpha=0.0,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5092845555555556,0.5420575,0.6439718,0.6636343699999999,15.278536666666668,0,30,"[30,30,30]",[],"[7.153270277509095e-06,0.0008875424402518433,0.0009793268242212854]","[2.273966318060998e-05,0.004340799466690745,0.0053661970013809375]",0.03333333333333333,"[0.9999999999990019,0.9999999999990037,0.9999999999990037]",1.7333333333333334,0.26666666666666666,0.0,0.7333333333333333,0.0,0.7333333333333333,1.7333333333333334,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.0,eta010,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5099828444444445,0.5398045,0.63917475,0.67135959,15.299485333333335,0,30,"[30,30,30]",[],"[7.153270277509095e-06,0.0008875424402518433,0.0009793268242212854]","[2.273966318060998e-05,0.004340799466690745,0.0053661970013809375]",0.03333333333333333,"[0.9999999999990019,0.9999999999990037,0.9999999999990037]",1.7333333333333334,0.26666666666666666,,0.7333333333333333,0.0,0.7333333333333333,1.7333333333333334,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.0,eta050,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5074308555555556,0.546639,0.6360713,0.6586725999999999,15.222925666666667,0,30,"[30,30,30]",[],"[7.153270277509095e-06,0.0008875424402518433,0.0009793268242212854]","[2.273966318060998e-05,0.004340799466690745,0.0053661970013809375]",0.03333333333333333,"[0.9999999999990019,0.9999999999990037,0.9999999999990037]",1.7333333333333334,0.26666666666666666,,0.7333333333333333,0.0,0.7333333333333333,1.7333333333333334,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.0,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5061918777777777,0.529296,0.62345885,0.64082321,15.185756333333332,0,30,"[30,30,30]",[],"[7.153270277509095e-06,0.0008875424402518433,0.0009793268242212854]","[2.273966318060998e-05,0.004340799466690745,0.0053661970013809375]",0.03333333333333333,"[0.9999999999990019,0.9999999999990037,0.9999999999990037]",,,,,,,2.7333333333333334,{},"{""task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.0,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.4036105333333335,2.3684985000000003,2.919398,2.96604609,72.108316,0,30,"[30,30,30]",[],"[0.0009999999531974484,0.0009999999875346614,0.0009999999899074857]","[0.008726645844387215,0.008726646085038935,0.00872664609440878]",1.0,"[0.9999999999990005,0.9999999999990037,0.9999999999990037]",,,,,,,17.633333333333333,{},"{""task_accepted_early"":90}",panda,nominal
multijoint_boundary/alpha=0.5,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4774494111111111,0.5133675,0.57061185,0.60809541,14.323482333333333,0,30,"[30,30,30]",[],"[0.00030622185257430745,0.0009333168486971012,0.0009919282916876953]","[0.0033987620183942584,0.0067435434954717976,0.00809435670132431]",0.1,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.7,0.3,0.0,0.7,0.0,0.7,1.7,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.5,eta010,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4766572333333334,0.5103035,0.58290915,0.62138247,14.299717000000001,0,30,"[30,30,30]",[],"[0.00030622185257430745,0.0009333168486971012,0.0009919282916876953]","[0.0033987620183942584,0.0067435434954717976,0.00809435670132431]",0.1,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.7,0.3,,0.7,0.0,0.7,1.7,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.5,eta050,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.47735448888888893,0.5071905,0.58611165,0.6370119099999999,14.320634666666669,0,30,"[30,30,30]",[],"[0.00030622185257430745,0.0009333168486971012,0.0009919282916876953]","[0.0033987620183942584,0.0067435434954717976,0.00809435670132431]",0.1,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.7,0.3,,0.7,0.0,0.7,1.7,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.5,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.47621828888888884,0.497513,0.5731909,0.58942266,14.286548666666667,0,30,"[30,30,30]",[],"[0.00030622185257430745,0.0009333168486971012,0.0009919282916876953]","[0.0033987620183942584,0.0067435434954717976,0.00809435670132431]",0.1,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,2.7,{},"{""task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.5,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.3874206333333334,2.3780605,2.7661503,2.96996232,71.622619,0,30,"[30,30,30]",[],"[0.0009999999543600566,0.0009999999874949679,0.000999999989237632]","[0.008726645857190497,0.008726645979280457,0.008726646038598643]",1.0,"[0.9999999999990005,0.9999999999990037,0.9999999999990037]",,,,,,,17.466666666666665,{},"{""task_accepted_early"":90}",panda,nominal
multijoint_boundary/alpha=0.95,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5227407666666668,0.522853,0.8086062999999999,0.8240367000000001,15.682223000000002,0,30,"[30,30,30]",[],"[0.0005431332262670726,0.0009442895112626223,0.0009565815652552716]","[0.005952008789099971,0.008124993664940154,0.008283850278359355]",0.23333333333333334,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.0,0.13333333333333333,0.0,0.8666666666666667,0.06666666666666667,0.8666666666666667,1.9,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.95,eta010,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5169210666666667,0.5192815,0.7828208499999999,0.8195160300000001,15.507632000000001,0,30,"[30,30,30]",[],"[0.0005431332262670726,0.0009442895112626223,0.0009565815652552716]","[0.005952008789099971,0.008124993664940154,0.008283850278359355]",0.23333333333333334,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.0,0.13333333333333333,,0.8666666666666667,0.06666666666666667,0.8666666666666667,1.9,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.95,eta050,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5204343555555556,0.524362,0.7765187,0.81896479,15.613030666666667,0,30,"[30,30,30]",[],"[0.0005431332262670726,0.0009442895112626223,0.0009565815652552716]","[0.005952008789099971,0.008124993664940154,0.008283850278359355]",0.23333333333333334,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.0,0.13333333333333333,,0.8666666666666667,0.06666666666666667,0.8666666666666667,1.9,{},"{""native_task_candidate"":90}",panda,nominal
multijoint_boundary/alpha=0.95,gn,30,3,"[28,28,28]","[28,28,28]",0.9333333333333333,0.9333333333333333,0.7242292666666666,0.5066315,3.92100055,3.9531522700000004,21.726878,0,30,"[28,28,28]","[""b368f33acd6b82664dbacfe6a38dcaed0c271d5457465e73fa237282a5e7f88f"",""e510005c9092f6216e924aa90a3e64c697cdd0763b835bc622a30d119b63c10f""]","[0.0005061440038672337,0.0009442895112626223,0.0009565815652552716]","[0.005772754260046119,0.008069836667510932,0.008124993664940154]",0.17857142857142858,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,3.6,"{""orientation_tolerance"":6}","{""task_candidate"":84,""no_descent"":6}",panda,nominal
multijoint_boundary/alpha=0.95,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.401099077777778,2.3874750000000002,2.8026102,2.89699084,72.03297233333333,0,30,"[30,30,30]",[],"[0.0009999999541764762,0.000999999983992428,0.0009999999949383835]","[0.008726645840747928,0.008726646189030447,0.008726646254519592]",1.0,"[0.9999999999990002,0.9999999999990037,0.9999999999990037]",,,,,,,17.733333333333334,{},"{""task_accepted_early"":90}",panda,nominal
ordinary/regular/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2861129333333333,0.282463,0.30727495,0.31574516,2.861129333333333,0,10,"[10,10,10]",[],"[7.306499222744297e-05,0.00027196705506614486,0.00027196705506614486]","[0.00014106473735356708,0.0004153522649735961,0.0004153522649735961]",0.0,"[0.418056604485253,0.5231499833254537,0.5231499833254537]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.0,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2853146666666666,0.28131249999999997,0.31144735,0.31412519,2.853146666666666,0,10,"[10,10,10]",[],"[7.306499222744297e-05,0.00027196705506614486,0.00027196705506614486]","[0.00014106473735356708,0.0004153522649735961,0.0004153522649735961]",0.0,"[0.418056604485253,0.5231499833254537,0.5231499833254537]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.0,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2834780666666667,0.28095400000000004,0.30720505,0.31134242,2.834780666666667,0,10,"[10,10,10]",[],"[7.306499222744297e-05,0.00027196705506614486,0.00027196705506614486]","[0.00014106473735356708,0.0004153522649735961,0.0004153522649735961]",0.0,"[0.418056604485253,0.5231499833254537,0.5231499833254537]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3110997333333333,0.3065065,0.33537965,0.33665626,3.110997333333333,0,10,"[10,10,10]",[],"[7.306499222744297e-05,0.00027196705506614486,0.00027196705506614486]","[0.00014106473735356708,0.0004153522649735961,0.0004153522649735961]",0.0,"[0.418056604485253,0.5231499833254537,0.5231499833254537]",,,,,,,2.0,{},"{""task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.6192947,1.724707,2.06372285,2.0719516,16.192947,0,10,"[10,10,10]",[],"[0.0009999999528694748,0.0009999999975686443,0.0009999999975686443]","[0.008726645828768474,0.008726645908780863,0.008726645908780863]",1.0,"[0.2825630171887815,0.47326580883490066,0.47326580883490066]",,,,,,,11.4,{},"{""task_accepted_early"":30}",panda,nominal
ordinary/regular/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2882785666666666,0.285461,0.3119492,0.32836517000000004,2.8827856666666665,0,10,"[10,10,10]",[],"[0.00010060068385144884,0.0002801959013165506,0.0002801959013165506]","[0.00021077820625809796,0.0004370758329785612,0.0004370758329785612]",0.0,"[0.439728028607925,0.7389697839736786,0.7389697839736786]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.5,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2924677333333333,0.28425100000000003,0.34461824999999985,0.36968562000000005,2.9246773333333334,0,10,"[10,10,10]",[],"[0.00010060068385144884,0.0002801959013165506,0.0002801959013165506]","[0.00021077820625809796,0.0004370758329785612,0.0004370758329785612]",0.0,"[0.439728028607925,0.7389697839736786,0.7389697839736786]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.5,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2847583,0.2807355,0.30761165,0.31239601,2.847583,0,10,"[10,10,10]",[],"[0.00010060068385144884,0.0002801959013165506,0.0002801959013165506]","[0.00021077820625809796,0.0004370758329785612,0.0004370758329785612]",0.0,"[0.439728028607925,0.7389697839736786,0.7389697839736786]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.31271193333333336,0.308036,0.33353394999999997,0.33937472,3.1271193333333334,0,10,"[10,10,10]",[],"[0.00010060068385144884,0.0002801959013165506,0.0002801959013165506]","[0.00021077820625809796,0.0004370758329785612,0.0004370758329785612]",0.0,"[0.439728028607925,0.7389697839736786,0.7389697839736786]",,,,,,,2.0,{},"{""task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.7811072666666667,1.8355115,2.21055995,3.885620660000002,17.811072666666668,0,10,"[10,10,10]",[],"[0.000999999955739757,0.000999999993466744,0.000999999993466744]","[0.008726645833682744,0.008726645986546268,0.008726645986546268]",1.0,"[0.3058357977092108,0.47389650593364735,0.47389650593364735]",,,,,,,11.8,{},"{""task_accepted_early"":30}",panda,nominal
ordinary/regular/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.28724539999999993,0.28657299999999997,0.30946985,0.31539372,2.8724539999999994,0,10,"[10,10,10]",[],"[0.00010503998942052612,0.0004076798588810707,0.0004076798588810707]","[0.0002466779855314766,0.0011373874545998314,0.0011373874545998314]",0.0,"[0.4530654323043282,0.9999999999989999,0.9999999999989999]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.95,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2900102333333333,0.28830750000000005,0.3149882,0.31947942,2.900102333333333,0,10,"[10,10,10]",[],"[0.00010503998942052612,0.0004076798588810707,0.0004076798588810707]","[0.0002466779855314766,0.0011373874545998314,0.0011373874545998314]",0.0,"[0.4530654323043282,0.9999999999989999,0.9999999999989999]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.95,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.28676309999999994,0.284432,0.30856815,0.31209368,2.8676309999999994,0,10,"[10,10,10]",[],"[0.00010503998942052612,0.0004076798588810707,0.0004076798588810707]","[0.0002466779855314766,0.0011373874545998314,0.0011373874545998314]",0.0,"[0.4530654323043282,0.9999999999989999,0.9999999999989999]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.31261456666666665,0.311075,0.33314905,0.34140928,3.1261456666666665,0,10,"[10,10,10]",[],"[0.00010503998942052612,0.0004076798588810707,0.0004076798588810707]","[0.0002466779855314766,0.0011373874545998314,0.0011373874545998314]",0.0,"[0.4530654323043282,0.9999999999989999,0.9999999999989999]",,,,,,,2.0,{},"{""task_candidate"":30}",panda,nominal
ordinary/regular/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.7611879333333333,1.8406915,2.25728035,2.26511999,17.611879333333334,0,10,"[10,10,10]",[],"[0.000999999954986867,0.0009999999835652086,0.0009999999835652086]","[0.008726645833377233,0.00872664616466447,0.00872664616466447]",1.0,"[0.32724801123790714,0.4747423066426898,0.4747423066426898]",,,,,,,12.6,{},"{""task_accepted_early"":30}",panda,nominal
ordinary/high_utilization/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3670419333333333,0.2999385,0.53931185,0.56485049,3.670419333333333,0,10,"[10,10,10]",[],"[0.0004918085529891517,0.0008662044541707368,0.0008662044541707368]","[0.000873276890759827,0.003052052230549001,0.003052052230549001]",0.0,"[0.8644315813346957,0.9999999999990011,0.9999999999990011]",1.4,0.6,0.0,0.4,0.0,0.4,1.4,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/high_utilization/alpha=0.0,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.36732233333333325,0.307037,0.5361263,0.5399498500000001,3.6732233333333326,0,10,"[10,10,10]",[],"[0.0004918085529891517,0.0008662044541707368,0.0008662044541707368]","[0.000873276890759827,0.003052052230549001,0.003052052230549001]",0.0,"[0.8644315813346957,0.9999999999990011,0.9999999999990011]",1.4,0.6,,0.4,0.0,0.4,1.4,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/high_utilization/alpha=0.0,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3693716333333333,0.3045295,0.54094855,0.54962468,3.6937163333333327,0,10,"[10,10,10]",[],"[0.0004918085529891517,0.0008662044541707368,0.0008662044541707368]","[0.000873276890759827,0.003052052230549001,0.003052052230549001]",0.0,"[0.8644315813346957,0.9999999999990011,0.9999999999990011]",1.4,0.6,,0.4,0.0,0.4,1.4,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/high_utilization/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3817345333333334,0.3289495,0.5407127,0.5512852500000001,3.817345333333334,0,10,"[10,10,10]",[],"[0.0004918085529891517,0.0008662044541707368,0.0008662044541707368]","[0.000873276890759827,0.003052052230549001,0.003052052230549001]",0.0,"[0.8644315813346957,0.9999999999990011,0.9999999999990011]",,,,,,,2.4,{},"{""task_candidate"":30}",panda,nominal
ordinary/high_utilization/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.4428377,2.382313,2.841873,2.85129055,24.428377,0,10,"[10,10,10]",[],"[0.0009999999508008013,0.000999999990725167,0.000999999990725167]","[0.008726645826268142,0.008726645939913218,0.008726645939913218]",1.0,"[0.839850709227211,0.9999999999990037,0.9999999999990037]",,,,,,,18.2,{},"{""task_accepted_early"":30}",panda,nominal
ordinary/high_utilization/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.36881646666666673,0.3271405,0.5047628,0.5195234400000001,3.688164666666667,0,10,"[10,10,10]",[],"[0.000491059485787512,0.0009948825479941699,0.0009948825479941699]","[0.001009318211524681,0.0031390743123202586,0.0031390743123202586]",0.1,"[0.9237293767317387,0.9999999999990011,0.9999999999990011]",1.4,0.6,0.0,0.4,0.0,0.4,1.4,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/high_utilization/alpha=0.5,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.36706929999999993,0.32532,0.50130765,0.5113353,3.6706929999999995,0,10,"[10,10,10]",[],"[0.000491059485787512,0.0009948825479941699,0.0009948825479941699]","[0.001009318211524681,0.0031390743123202586,0.0031390743123202586]",0.1,"[0.9237293767317387,0.9999999999990011,0.9999999999990011]",1.4,0.6,,0.4,0.0,0.4,1.4,{},"{""native_task_candidate"":30}",panda,nominal
ordinary/high_utilization/alpha=0.5,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3655099,0.3239465,0.48076765,0.48504118,3.655099,0,10,"[10,10,10]",[],"[0.000491059485787512,0.0009948825479941699,0.0009948825479941699]","[0.001009318211524681,0.0031390743123202586,0.0031390743123202586]",0.1,"[0.9237293767317387,0.9999999999990011,0.9999999999990011]",1.4,0.6,,0.4,0.0,0.4,1.4,{},"{""native_task_candidate"":30}",panda,nominal
